cluster_id,industry_final,count
26,computer hardware,21
26,computer networking,15
26,computer software,442
26,construction,51
26,cosmetics,30
26,defense & space,84
26,education management,16
26,farming,8
26,financial services,120
26,higher education,29
26,hospitality,15
26,human resources,143
26,information technology and services,1410
26,insurance,29
26,internet,62
26,management consulting,111
26,mechanical or industrial engineering,10
26,nonprofit organization management,34
26,outsourcing/offshoring,63
26,public policy,21
26,renewables & environment,26
26,retail,77
26,staffing and recruiting,470
26,translation and localization,222
27,Healthcare & Social Assistance,1332
27,Medical Value Travel,111
27,Unknown,748
27,accounting,11
27,aviation & aerospace,16
27,computer networking,12
27,construction,29
27,consumer services,17
27,cosmetics,183
27,entertainment,10
27,events services,26
27,government administration,27
27,"health, wellness and fitness",265
27,hospital & health care,1305
27,individual & family services,106
27,information services,57
27,information technology and services,44
27,internet,92
27,"leisure, travel & tourism",9
27,marketing and advertising,51
27,medical devices,11
27,non-profit organization management,44
27,outsourcing/offshoring,11
27,philanthropy,26
27,real estate,67
27,restaurants,47
27,staffing and recruiting,133
27,telecommunications,55
27,veterinary,20
28,Healthcare & Social Assistance,698
28,Medical Value Travel,1531
29,Aerospace & Defense,367
29,Artificial Intelligence & Machine Learning,483
29,Automotive & Electric Vehicles,30
29,Capital Goods & Industrial Machinery,120
29,Communication Services,21
29,Construction & Civil Infrastructure,18
29,Cybersecurity,23
29,Data Science & Analytics,216
29,Education Services,42
29,Electronics & Semiconductors (ESDM),42
29,Energy & Power Generation,17
29,Environmental Services,19
29,Gems & Jewellery,9
29,IT Services & Software Development,1852
29,Information Technology Enabled Services (ITeS),385
29,Legal Services,293
29,Media & Entertainment,8
29,Retail & E-commerce,42
29,Robotics & Industrial Automation,86
29,Shipping & Marine Engineering,113
29,Transport & Logistics Services,80
29,Unknown,1018
29,accounting,65
29,architecture & planning,30
29,automotive,138
29,aviation & aerospace,122
29,building materials,96
29,capital markets,24
29,chemicals,21
29,civil engineering,40
29,computer & network security,108
29,computer games,44
29,computer hardware,26
29,computer networking,97
29,computer software,348
29,construction,118
29,consumer electronics,33
29,consumer goods,23
29,dairy,37
29,defense & space,1071
29,design,30
29,e-learning,14
29,electrical/electronic manufacturing,37
29,entertainment,38
29,financial services,550
29,government administration,34
29,graphic design,84
29,higher education,145
29,hospital & health care,38
29,hospitality,38
29,human resources,41
29,import and export,38
29,individual & family services,46
29,industrial automation,38
29,information technology and services,1456
29,insurance,28
29,internet,384
29,investment management,30
29,legal services,49
29,"leisure, travel & tourism",28
29,management consulting,125
29,maritime,19
29,marketing and advertising,145
29,mechanical or industrial engineering,110
29,medical devices,56
29,mental health care,16
29,mining & metals,22
29,non-profit organization management,33
29,oil & energy,30
29,packaging and containers,29
29,pharmaceuticals,41
29,professional training & coaching,29
29,real estate,113
29,renewables & environment,106
29,research,99
29,retail,86
29,semiconductors,312
29,staffing and recruiting,319
29,telecommunications,58
29,textiles,69
29,transportation/trucking/railroad,20
29,venture capital & private equity,29
29,warehousing,22
30,Aerospace & Defense,21
30,Capital Goods & Industrial Machinery,19
30,Construction & Civil Infrastructure,84
30,Cybersecurity,24
30,Energy & Power Generation,30
30,Environmental Services,158
30,Food Processing,20
30,Healthcare & Social Assistance,22
30,Information Technology Enabled Services (ITeS),19
30,Real Estate & Property Management,16
30,Robotics & Industrial Automation,35
30,Transport & Logistics Services,318
30,Unknown,310
30,accounting,110
30,airlines/aviation,34
30,architecture & planning,16
30,aviation & aerospace,46
30,biotechnology,24
30,building materials,86
30,business supplies and equipment,19
30,chemicals,100
30,civil engineering,40
30,computer software,75
30,construction,497
30,consumer electronics,23
30,consumer goods,11
30,consumer services,25
30,defense & space,44
30,design,13
30,electrical/electronic manufacturing,78
30,environmental services,47
30,facilities services,45
30,financial services,27
30,food & beverages,39
30,food production,148
30,government relations,24
30,higher education,30
30,hospital & health care,46
30,human resources,97
30,industrial automation,28
30,information services,23
30,information technology and services,170
30,insurance,18
30,internet,31
30,investment management,26
30,law practice,24
30,machinery,106
30,management consulting,153
30,maritime,27
30,marketing and advertising,101
30,mechanical or industrial engineering,26
30,mining & metals,18
30,museums and institutions,27
30,non-profit organization management,41
30,oil & energy,159
30,packaging and containers,56
30,pharmaceuticals,25
30,photography,30
30,plastics,62
30,printing,44
30,professional training & coaching,39
30,public relations and communications,16
30,real estate,122
30,renewables & environment,71
30,research,81
30,retail,136
30,semiconductors,73
30,shipbuilding,38
30,staffing and recruiting,312
30,utilities,138
30,venture capital & private equity,33
30,warehousing,62
30,wholesale,25
31,Accounting & Finance Services,22
31,Artificial Intelligence & Machine Learning,33
31,Education Services,29
31,Healthcare & Social Assistance,665
31,Legal Services,25
31,Medical Value Travel,219
31,Pharmaceuticals & Medical Devices,326
31,Professional Services & Consulting,50
31,Unknown,704
31,biotechnology,400
31,civic & social organization,33
31,commercial real estate,24
31,computer software,44
31,construction,37
31,design,57
31,education management,118
31,electrical/electronic manufacturing,31
31,government administration,146
31,"health, wellness and fitness",113
31,higher education,524
31,hospital & health care,1524
31,information technology and services,68
31,internet,131
31,"leisure, travel & tourism",37
31,logistics and supply chain,59
31,machinery,31
31,management consulting,93
31,marketing and advertising,60
31,mechanical or industrial engineering,6
31,medical devices,125
31,medical practice,27
31,military,29
31,pharmaceuticals,385
31,philanthropy,25
31,plastics,14
31,religious institutions,13
31,research,87
31,retail,123
31,staffing and recruiting,379
31,textiles,15
31,veterinary,488
31,writing and editing,20
32,Healthcare & Social Assistance,601
32,Legal Services,15
32,Medical Value Travel,68
32,Professional Services & Consulting,40
32,Unknown,2034
32,biotechnology,42
32,civic & social organization,16
32,computer software,50
32,construction,36
32,design,36
32,education management,36
32,government administration,564
32,"health, wellness and fitness",193
32,higher education,533
32,hospital & health care,2728
32,human resources,740
32,individual & family services,12
32,information technology and services,8
32,internet,27
32,legal services,254
32,management consulting,163
32,medical practice,9
32,mental health care,484
32,military,28
32,non-profit organization management,184
32,outsourcing/offshoring,45
32,primary/secondary education,22
32,public safety,99
32,real estate,17
32,research,31
32,security and investigations,33
32,staffing and recruiting,310
32,telecommunications,16
32,textiles,53
33,Accounting & Finance Services,1081
33,Healthcare & Social Assistance,20
33,Professional Services & Consulting,19
33,Unknown,56
33,accounting,150
33,automotive,38
33,banking,275
33,building materials,59
33,civic & social organization,48
33,computer software,10
33,consumer services,14
33,defense & space,38
33,design,17
33,environmental services,35
33,financial services,231
33,food production,33
33,government administration,118
33,higher education,19
33,hospital & health care,26
33,hospitality,13
33,human resources,120
33,information technology and services,62
33,insurance,25
33,international trade and development,21
33,internet,63
33,legal services,18
33,"leisure, travel & tourism",271
33,logistics and supply chain,17
33,management consulting,112
33,mechanical or industrial engineering,18
33,mental health care,23
33,non-profit organization management,25
33,oil & energy,43
33,outsourcing/offshoring,16
33,photography,17
33,primary/secondary education,31
33,real estate,49
33,renewables & environment,27
33,restaurants,27
33,retail,44
33,semiconductors,55
33,staffing and recruiting,463
33,telecommunications,16
33,textiles,31
34,Healthcare & Social Assistance,88
34,Medical Value Travel,1
34,Unknown,75
34,hospital & health care,15
34,human resources,10
34,restaurants,13
34,staffing and recruiting,989
35,Accounting & Finance Services,47
35,Cybersecurity,571
35,Healthcare & Social Assistance,27
35,Information Technology Enabled Services (ITeS),22
35,Legal Services,38
35,Transport & Logistics Services,16
35,Unknown,460
35,building materials,33
35,civil engineering,57
35,computer & network security,10
35,computer software,36
35,construction,13
35,defense & space,588
35,education management,21
35,entertainment,12
35,financial services,351
35,government administration,469
35,"health, wellness and fitness",36
35,higher education,39
35,hospital & health care,455
35,hospitality,20
35,human resources,209
35,import and export,22
35,information technology and services,166
35,insurance,18
35,international affairs,21
35,judiciary,18
35,law enforcement,32
35,legal services,34
35,management consulting,89
35,marketing and advertising,24
35,mental health care,19
35,military,37
35,non-profit organization management,29
35,oil & energy,32
35,pharmaceuticals,34
35,photography,52
35,recreational facilities and services,18
35,renewables & environment,9
35,research,48
35,security and investigations,416
35,staffing and recruiting,72
36,Healthcare & Social Assistance,2368
36,Information Technology Enabled Services (ITeS),15
36,Medical Value Travel,156
36,Tourism & Hospitality,12
36,Unknown,699
36,airlines/aviation,25
36,automotive,31
36,biotechnology,111
36,computer & network security,15
36,computer software,43
36,education management,14
36,facilities services,20
36,government administration,36
36,"health, wellness and fitness",128
36,higher education,151
36,hospital & health care,5332
36,human resources,41
36,information technology and services,45
36,insurance,10
36,internet,27
36,legal services,107
36,management consulting,17
36,marketing and advertising,75
36,medical devices,11
36,medical practice,174
36,mental health care,24
36,research,41
36,restaurants,63
36,retail,71
36,staffing and recruiting,1891
36,textiles,192
37,Education Services,21
37,Healthcare & Social Assistance,66
37,Unknown,502
37,biotechnology,21
37,commercial real estate,19
37,design,41
37,education management,331
37,food production,28
37,fund-raising,19
37,government administration,55
37,government relations,8
37,"health, wellness and fitness",111
37,higher education,251
37,hospital & health care,15
37,human resources,15
37,legal services,33
37,non-profit organization management,30
37,performing arts,33
37,political organization,7
37,primary/secondary education,180
37,real estate,5
37,recreational facilities and services,28
37,religious institutions,16
37,sports,35
37,transportation/trucking/railroad,12
38,Biotechnology,15
38,Data Science & Analytics,13
38,Education Services,35
38,Healthcare & Social Assistance,568
38,Legal Services,40
38,Professional Services & Consulting,16
38,Unknown,620
38,civic & social organization,76
38,civil engineering,27
38,design,12
38,education management,132
38,electrical/electronic manufacturing,24
38,government administration,142
38,"health, wellness and fitness",195
38,higher education,422
38,hospital & health care,1184
38,hospitality,12
38,human resources,67
38,individual & family services,23
38,information technology and services,79
38,insurance,52
38,internet,55
38,judiciary,43
38,law practice,21
38,management consulting,48
38,marketing and advertising,16
38,mechanical or industrial engineering,9
38,medical devices,45
38,medical practice,240
38,mental health care,23
38,mining & metals,11
38,non-profit organization management,34
38,pharmaceuticals,34
38,photography,15
38,primary/secondary education,56
38,religious institutions,14
38,research,39
38,restaurants,27
38,staffing and recruiting,151
38,telecommunications,12
38,textiles,45
38,utilities,25
39,Healthcare & Social Assistance,120
39,Unknown,2101
39,human resources,127
39,internet,130
39,medical practice,154
39,staffing and recruiting,17
40,Healthcare & Social Assistance,955
40,Information Technology Enabled Services (ITeS),36
40,government administration,21
40,"health, wellness and fitness",6
40,hospital & health care,318
40,marketing and advertising,7
40,staffing and recruiting,425
41,Accounting & Finance Services,19
41,Biotechnology,11
41,Data Science & Analytics,42
41,Environmental Services,107
41,Fashion & Apparel,17
41,Financial Services & Fintech,26
41,Food Processing,30
41,Healthcare & Social Assistance,147
41,IT Services & Software Development,20
41,Information Technology Enabled Services (ITeS),332
41,Legal Services,54
41,"Marketing, Advertising & PR",122
41,Media & Entertainment,32
41,Medical Value Travel,39
41,Professional Services & Consulting,29
41,Retail & E-commerce,23
41,Tourism & Hospitality,281
41,Transport & Logistics Services,38
41,Unknown,626
41,accounting,56
41,alternative medicine,32
41,apparel & fashion,35
41,architecture & planning,28
41,automotive,50
41,banking,73
41,building materials,177
41,chemicals,76
41,civil engineering,132
41,computer & network security,24
41,computer hardware,18
41,computer networking,4
41,computer software,129
41,construction,262
41,consumer electronics,47
41,consumer goods,99
41,consumer services,306
41,defense & space,19
41,design,57
41,e-learning,13
41,electrical/electronic manufacturing,80
41,entertainment,92
41,environmental services,45
41,events services,40
41,executive office,27
41,facilities services,20
41,farming,7
41,financial services,303
41,food & beverages,67
41,food production,28
41,gambling & casinos,37
41,government administration,94
41,graphic design,49
41,"health, wellness and fitness",268
41,higher education,132
41,hospital & health care,224
41,hospitality,323
41,human resources,98
41,individual & family services,19
41,information services,9
41,information technology and services,139
41,insurance,183
41,international trade and development,19
41,internet,328
41,law practice,77
41,"leisure, travel & tourism",77
41,logistics and supply chain,31
41,machinery,14
41,management consulting,48
41,market research,19
41,marketing and advertising,260
41,mechanical or industrial engineering,62
41,museums and institutions,24
41,music,76
41,non-profit organization management,54
41,nonprofit organization management,21
41,online media,35
41,performing arts,23
41,pharmaceuticals,143
41,professional training & coaching,13
41,public relations and communications,98
41,public safety,33
41,real estate,205
41,recreational facilities and services,41
41,religious institutions,42
41,renewables & environment,44
41,restaurants,24
41,retail,209
41,security and investigations,12
41,sports,19
41,staffing and recruiting,180
41,transportation/trucking/railroad,32
41,wholesale,6
41,wine and spirits,19
41,wireless,17
42,Environmental Services,15
42,Fashion & Apparel,118
42,Information Technology Enabled Services (ITeS),20
42,Leather & Footwear,99
42,Retail & E-commerce,441
42,Tourism & Hospitality,76
42,Unknown,281
42,accounting,14
42,apparel & fashion,543
42,arts and crafts,27
42,automotive,53
42,building materials,73
42,capital markets,17
42,commercial real estate,21
42,computer software,23
42,construction,26
42,consumer goods,257
42,consumer services,84
42,cosmetics,42
42,entertainment,21
42,facilities services,14
42,financial services,49
42,food & beverages,79
42,food production,22
42,government administration,10
42,graphic design,20
42,higher education,93
42,hospital & health care,15
42,hospitality,16
42,human resources,45
42,information technology and services,79
42,internet,143
42,"leisure, travel & tourism",34
42,logistics and supply chain,12
42,luxury goods & jewelry,122
42,management consulting,80
42,market research,28
42,marketing and advertising,135
42,mining & metals,5
42,music,16
42,non-profit organization management,22
42,packaging and containers,24
42,photography,111
42,program development,24
42,public relations and communications,73
42,railroad manufacture,12
42,real estate,22
42,restaurants,44
42,retail,1917
42,sporting goods,28
42,staffing and recruiting,171
42,warehousing,66
42,wholesale,61
43,Accounting & Finance Services,46
43,Artificial Intelligence & Machine Learning,68
43,CleanTech & Sustainability,20
43,Information Technology Enabled Services (ITeS),51
43,Leather & Footwear,24
43,Transport & Logistics Services,36
43,Unknown,336
43,airlines/aviation,38
43,aviation & aerospace,15
43,biotechnology,26
43,design,21
43,electrical/electronic manufacturing,32
43,environmental services,19
43,facilities services,36
43,furniture,19
43,government administration,67
43,hospital & health care,84
43,human resources,30
43,information technology and services,46
43,management consulting,93
43,marketing and advertising,85
43,mechanical or industrial engineering,35
43,non-profit organization management,11
43,real estate,50
43,retail,26
43,staffing and recruiting,11
43,telecommunications,27
43,transportation/trucking/railroad,25
44,Food Processing,13
44,Information Technology Enabled Services (ITeS),26
44,Tourism & Hospitality,580
44,Unknown,153
44,accounting,15
44,apparel & fashion,20
44,broadcast media,19
44,design,17
44,education management,18
44,electrical/electronic manufacturing,14
44,entertainment,91
44,farming,11
44,financial services,55
44,food & beverages,322
44,gambling & casinos,25
44,hospitality,289
44,information technology and services,27
44,international trade and development,118
44,"leisure, travel & tourism",52
44,public relations and communications,10
44,restaurants,1674
44,retail,177
44,staffing and recruiting,524
44,wholesale,21
45,Information Technology Enabled Services (ITeS),16
45,Retail & E-commerce,28
45,Unknown,639
45,"health, wellness and fitness",13
45,retail,54
46,Accounting & Finance Services,345
46,Automotive & Electric Vehicles,22
46,Biotechnology,139
46,Capital Goods & Industrial Machinery,31
46,Environmental Services,20
46,Food Processing,232
46,Gems & Jewellery,228
46,Healthcare & Social Assistance,107
46,Information Technology Enabled Services (ITeS),13
46,Leather & Footwear,17
46,Pharmaceuticals & Medical Devices,85
46,Professional Services & Consulting,19
46,Retail & E-commerce,25
46,Transport & Logistics Services,45
46,Unknown,918
46,accounting,18
46,automotive,89
46,aviation & aerospace,107
46,biotechnology,157
46,building materials,6
46,business supplies and equipment,16
46,chemicals,116
46,computer & network security,22
46,computer hardware,34
46,computer software,341
46,consumer goods,52
46,defense & space,203
46,design,60
46,education management,28
46,electrical/electronic manufacturing,100
46,events services,15
46,executive office,32
46,food & beverages,31
46,food production,59
46,furniture,24
46,government administration,164
46,government relations,25
46,hospital & health care,138
46,human resources,82
46,import and export,30
46,information technology and services,205
46,internet,109
46,investment management,18
46,law practice,21
46,logistics and supply chain,23
46,management consulting,147
46,marketing and advertising,193
46,mechanical or industrial engineering,30
46,medical devices,9
46,medical practice,32
46,mining & metals,64
46,non-profit organization management,33
46,oil & energy,36
46,packaging and containers,14
46,pharmaceuticals,332
46,professional training & coaching,103
46,publishing,19
46,real estate,19
46,research,32
46,retail,67
46,semiconductors,26
46,sporting goods,19
46,staffing and recruiting,510
46,supermarkets,31
46,telecommunications,60
46,transportation/trucking/railroad,14
47,Accounting & Finance Services,62
47,Healthcare & Social Assistance,101
47,Information Technology Enabled Services (ITeS),27
47,Professional Services & Consulting,151
47,Real Estate & Property Management,18
47,Retail & E-commerce,331
47,Tourism & Hospitality,44
47,Transport & Logistics Services,45
47,Unknown,1048
47,accounting,53
47,airlines/aviation,13
47,apparel & fashion,20
47,architecture & planning,53
47,automotive,87
47,banking,26
47,building materials,58
47,chemicals,12
47,computer hardware,9
47,construction,196
47,consumer goods,6
47,consumer services,44
47,education management,18
47,electrical/electronic manufacturing,127
47,environmental services,11
47,executive office,211
47,facilities services,33
47,financial services,223
47,food & beverages,69
47,food production,20
47,gambling & casinos,15
47,government administration,218
47,government relations,42
47,"health, wellness and fitness",63
47,higher education,75
47,hospital & health care,227
47,hospitality,71
47,human resources,109
47,import and export,18
47,individual & family services,44
47,information technology and services,82
47,insurance,52
47,internet,56
47,law enforcement,30
47,law practice,8
47,legal services,16
47,"leisure, travel & tourism",23
47,libraries,22
47,logistics and supply chain,27
47,luxury goods & jewelry,55
47,machinery,96
47,management consulting,100
47,marketing and advertising,101
47,mechanical or industrial engineering,132
47,mental health care,46
47,museums and institutions,19
47,non-profit organization management,99
47,oil & energy,57
47,pharmaceuticals,20
47,professional training & coaching,24
47,real estate,119
47,religious institutions,14
47,renewables & environment,33
47,restaurants,97
47,retail,524
47,security and investigations,32
47,staffing and recruiting,531
47,telecommunications,50
47,transportation/trucking/railroad,98
47,utilities,20
47,warehousing,24
47,wholesale,39
47,writing and editing,15
48,Automotive & Electric Vehicles,88
48,Capital Goods & Industrial Machinery,591
48,Electronics & Semiconductors (ESDM),18
48,Environmental Services,58
48,Gems & Jewellery,3
48,Information Technology Enabled Services (ITeS),12
48,Materials & Metallurgical Engineering,41
48,New & Renewable Energy,18
48,Robotics & Industrial Automation,12
48,Shipping & Marine Engineering,13
48,Tourism & Hospitality,13
48,Transport & Logistics Services,134
48,Unknown,919
48,automotive,62
48,aviation & aerospace,64
48,broadcast media,11
48,building materials,77
48,civil engineering,233
48,computer networking,25
48,computer software,33
48,construction,291
48,consumer services,50
48,defense & space,51
48,electrical/electronic manufacturing,17
48,entertainment,18
48,environmental services,160
48,facilities services,19
48,financial services,71
48,government administration,134
48,"health, wellness and fitness",28
48,higher education,30
48,hospital & health care,61
48,hospitality,22
48,human resources,33
48,industrial automation,33
48,information technology and services,166
48,machinery,18
48,management consulting,157
48,marketing and advertising,125
48,mechanical or industrial engineering,85
48,media production,40
48,medical devices,29
48,mining & metals,55
48,non-profit organization management,13
48,oil & energy,67
48,plastics,15
48,primary/secondary education,24
48,real estate,45
48,renewables & environment,86
48,research,17
48,retail,48
48,staffing and recruiting,254
48,telecommunications,39
48,transportation/trucking/railroad,62
48,warehousing,66
49,Education Services,22
49,Environmental Services,28
49,Gems & Jewellery,23
49,Information Technology Enabled Services (ITeS),18
49,Professional Services & Consulting,789
49,Retail & E-commerce,26
49,Transport & Logistics Services,42
49,Unknown,234
49,accounting,52
49,airlines/aviation,50
49,automotive,68
49,aviation & aerospace,22
49,building materials,29
49,business supplies and equipment,37
49,chemicals,20
49,commercial real estate,28
49,computer & network security,21
49,computer software,82
49,construction,120
49,consumer services,48
49,defense & space,15
49,education management,15
49,electrical/electronic manufacturing,15
49,environmental services,21
49,executive office,16
49,facilities services,44
49,food & beverages,22
49,food production,47
49,furniture,45
49,government administration,21
49,"health, wellness and fitness",34
49,higher education,68
49,hospital & health care,175
49,hospitality,62
49,human resources,102
49,individual & family services,35
49,industrial automation,71
49,information technology and services,196
49,insurance,30
49,internet,59
49,legal services,40
49,logistics and supply chain,58
49,machinery,10
49,management consulting,79
49,marketing and advertising,109
49,medical devices,29
49,medical practice,18
49,mining & metals,41
49,music,12
49,non-profit organization management,61
49,oil & energy,110
49,plastics,18
49,political organization,15
49,printing,20
49,real estate,18
49,research,27
49,restaurants,15
49,retail,53
49,security and investigations,104
49,semiconductors,22
49,staffing and recruiting,544
49,supermarkets,15
49,textiles,19
49,utilities,14
49,venture capital & private equity,19
49,warehousing,45
49,wine and spirits,34
